number,year,title,domestic_box_office,production_budget,domestic_release_date,domestic_distributor,mpaa_rating,franchise,source,genre,production_method,creative_type,production_companies,production_countries,released_in_india_2nd_check,production_budget_bins,domestic_box_office_bins,director,genres_imdb_final,languages_imdb,id_imdb,genres_imdb_extended,distributor_us
64,2013,Blue Jasmine,33404871,18000000,2013-07-26,Sony Pictures Classics,PG-13,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Gravier Productions,Perdido,Sony Pictures Classics",United States,yes,100k-25m,50k-50m,Woody Allen,drama,English,2334873,Drama,sony
2986,2016,Risen,36880033,20000000,2016-02-19,Sony Pictures,PG-13,,Based on Religious Text,Drama,Live Action,Historical Fiction,"Columbia Pictures,LD Entertainment,Affirm Films,Liddell Entertainment,Patrick Aiello",United States,yes,100k-25m,50k-50m,Kevin Reynolds,"action,adventure,drama",English,3231054,"Action,Adventure,Drama,Mystery",sony
7,2013,Monsters University,268488329,200000000,2013-06-21,Walt Disney,G,"Monsters, Inc.",Original Screenplay,Adventure,Digital Animation,Kids Fiction,"Disney-Pixar,Walt Disney Pictures",United States,yes,200m-225m,250m-300m,Dan Scanlon,"adventure,animation,comedy",English,1453405,"Animation,Adventure,Comedy,Family,Fantasy",disney
106,2013,The Place Beyond the Pines,21403519,15000000,2013-04-19,Focus Features,R,,Original Screenplay,Drama,Live Action,Contemporary Fiction,"Sidney Kimmel Entertainment,Electric City Entertainment,Verisimilitude",United States,yes,100k-25m,50k-50m,Derek Cianfrance,"crime,drama,thriller","English,Spanish",1817273,"Crime,Drama,Thriller",nbc_universal
5434,2018,Adrift,31445011,35000000,2018-06-01,STX Entertainment,PG-13,,Based on Real Life Events,Drama,Live Action,Dramatization,"Lakeshore Entertainment,Ingenious Media,RVK,Huayi Brothers Pictures Ltd,STX Entertainment",United States,yes,25m-50m,50k-50m,Baltasar Kormakur,"action,adventure,drama","English,French",6306064,"Action,Adventure,Biography,Drama,Romance,Thriller",others
3941,2017,Logan Lucky,27778642,29000000,2017-08-18,Bleecker Street,PG-13,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"FilmNation Entertainment,Trans-Radial Pictures,Free Association",United States,yes,25m-50m,50k-50m,Steven Soderbergh,"comedy,crime,drama",English,5439796,"Comedy,Crime,Drama",others
28,2013,Cloudy with a Chance of Meatballs 2,119793567,78000000,2013-09-27,Sony Pictures,PG,Cloudy with a Chance of Meatballs,Based on Fiction Book/Short Story,Adventure,Digital Animation,Kids Fiction,"Columbia Pictures,Sony Pictures Animation",United States,yes,75m-100m,100m-150m,"Cody Cameron,Kris Pearn","action,adventure,animation",English,1985966,"Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi",sony
933,2014,Bad Words,7779614,10000000,2014-03-28,Focus Features,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Darko Entertainment,Aggregate Films,MXN Entertainment",United States,yes,100k-25m,50k-50m,Jason Bateman,"comedy,drama",English,2170299,"Comedy,Drama",nbc_universal
809,2014,Noah,101200044,130000000,2014-03-28,Paramount Pictures,PG-13,,Based on Religious Text,Drama,Live Action,Historical Fiction,"Protozoa Pictures,Paramount Pictures,Regency Enterprises",United States,yes,125m-150m,100m-150m,Darren Aronofsky,"action,adventure,drama",English,1959490,"Action,Adventure,Drama",viacom
5062,2018,Insidious: The Last Key,67347895,0,2018-01-05,Universal,PG-13,Insidious,Original Screenplay,Horror,Live Action,Contemporary Fiction,"Blumhouse,Stage 6 Films,Universal Pictures",United States,yes,no info,50m-100m,Adam Robitel,"horror,mystery,thriller",English,5726086,"Horror,Mystery,Thriller",nbc_universal
848,2014,Horrible Bosses 2,54445357,40000000,2014-11-26,Warner Bros.,R,Horrible Bosses,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"RatPac Entertainment,Benderspink Productions",United States,yes,25m-50m,50m-100m,Sean Anders,"comedy,crime",English,2170439,"Comedy,Crime",time_warner
5183,2018,Isle of Dogs,32015231,0,2018-04-13,Fox Searchlight,PG-13,,Original Screenplay,Comedy,Stop-Motion Animation,Kids Fiction,,United States,yes,no info,50k-50m,Wes Anderson,"adventure,animation,comedy","English,Japanese",5104604,"Animation,Adventure,Comedy,Drama,Fantasy,Sci-Fi",21st_century_fox
1772,2015,Creed,109767581,37000000,2015-11-25,Warner Bros.,PG-13,Rocky,Original Screenplay,Drama,Live Action,Contemporary Fiction,"Metro-Goldwyn-Mayer Pictures,Warner Bros.,New Line Cinema,Chartoff Winkler Productions",United States,yes,25m-50m,100m-150m,Ryan Coogler,"drama,sport","English,Spanish",3076658,"Drama,Sport",time_warner
63,2013,Escape Plan,25135965,70000000,2013-10-18,Lionsgate,R,Escape Plan,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Summit Entertainment,Emmett/Furla Films,Mark Canton,Envision Entertainment,Boies/Schiller",United States,yes,50m-75m,50k-50m,Mikael Hafstrom,"action,crime,mystery","English,German,Arabic,Urdu",1211956,"Action,Crime,Mystery,Sci-Fi,Thriller",lionsgate
3004,2016,Whiskey Tango Foxtrot,23083334,35000000,2016-03-04,Paramount Pictures,R,,Based on Factual Book/Article,Comedy,Live Action,Dramatization,"Paramount Pictures,Broadway Video,Little Stranger",United States,yes,25m-50m,50k-50m,"Glenn Ficarra,John Requa","biography,comedy,drama","English,Pushto,Dari,French",3553442,"Biography,Comedy,Drama,War",viacom
3924,2017,The Mountain Between Us,30348555,0,2017-10-06,20th Century Fox,PG-13,,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,"Chernin Entertainment,Fox 2000 Pictures",United States,yes,no info,50k-50m,Hany Abu-Assad,"action,adventure,drama",English,2226597,"Action,Adventure,Drama,Romance,Thriller",21st_century_fox
3022,2016,The Edge of Seventeen,14431633,9000000,2016-11-18,STX Entertainment,R,,Original Screenplay,Drama,Live Action,Contemporary Fiction,"STX Entertainment,Hyayi Brothers Corp.,Gracie Films",United States,yes,100k-25m,50k-50m,Kelly Fremon Craig,"comedy,drama",English,1878870,"Comedy,Drama",others
3939,2017,Flatliners,16883115,20000000,2017-09-29,Sony Pictures,PG-13,Flatliners,Original Screenplay,Thriller/Suspense,Live Action,Science Fiction,"Columbia Pictures,Further Films,Laurence Mark,Cross Creek Pictures,The Safran Company",United States,yes,100k-25m,50k-50m,Niels Arden Oplev,"drama,sci-fi,thriller",English,2039338,"Drama,Sci-Fi,Thriller",sony
3047,2016,Morgan,3915251,8000000,2016-09-02,20th Century Fox,R,,Original Screenplay,Thriller/Suspense,Live Action,Science Fiction,"20th Century Fox,Scott Free Films",United States,yes,100k-25m,50k-50m,Luke Scott,"action,horror,sci-fi","English,Chinese",4520364,"Action,Horror,Sci-Fi,Thriller",21st_century_fox
2978,2016,Florence Foster Jenkins,27383770,29000000,2016-08-12,Paramount Pictures,PG-13,,Based on Real Life Events,Drama,Live Action,Dramatization,"Pathe,Paramount Pictures,BBC Films,Canal Plus,Cine Plus,Qwerty Films",United States,yes,25m-50m,50k-50m,Stephen Frears,"biography,comedy,drama","English,German,Italian,Russian",4136084,"Biography,Comedy,Drama,Music",viacom
1766,2015,Everest,43482270,65000000,2015-09-25,Universal,PG-13,,Based on Real Life Events,Thriller/Suspense,Live Action,Dramatization,"Working Title Films,Cross Creek Pictures,Walden Media,Universal Pictures,Free State Pictures,RVK","United Kingdom,United States",yes,50m-75m,50k-50m,Baltasar Kormakur,"action,adventure,biography","English,Russian",2719848,"Action,Adventure,Biography,Drama,Thriller",nbc_universal
1801,2015,Hitman: Agent 47,22467450,35000000,2015-08-21,20th Century Fox,R,Hitman: Agent 47,Based on Game,Action,Live Action,Contemporary Fiction,"Daybreak Pictures,Giant Pictures,DayDay Films,Prime Universe Films,Fox International Productions",United States,yes,25m-50m,50k-50m,Aleksander Bach,"action,adventure,crime",English,2679042,"Action,Adventure,Crime,Sci-Fi,Thriller",21st_century_fox
812,2014,300: Rise of an Empire,106580051,110000000,2014-03-07,Warner Bros.,R,300,Based on Comic/Graphic Novel,Action,Animation/Live Action,Historical Fiction,"Cruel and Unusual Films,Mark Canton,Gianni Nunnari",United States,yes,100m-125m,100m-150m,Noam Murro,"action,fantasy,war",English,1253863,"Action,Fantasy,War",time_warner
1760,2015,Pitch Perfect 2,184296230,29000000,2015-05-15,Universal,PG-13,Pitch Perfect,Based on Factual Book/Article,Comedy,Live Action,Contemporary Fiction,"Gold Circle Films,Brownstone",United States,yes,25m-50m,150m-200m,Elizabeth Banks,"comedy,music","English,German",2848292,"Comedy,Music",nbc_universal
1823,2015,"McFarland, USA",44480275,17000000,2015-02-20,Walt Disney,PG,,Based on Real Life Events,Drama,Live Action,Dramatization,Mayhem Pictures,United States,yes,100k-25m,50k-50m,Niki Caro,"biography,drama,sport","English,Spanish",2097298,"Biography,Drama,Sport",disney
24,2013,A Good Day to Die Hard,67349198,92000000,2013-02-14,20th Century Fox,R,Die Hard,Original Screenplay,Action,Live Action,Contemporary Fiction,"20th Century Fox,TSG Entertainment,Giant Pictures",United States,yes,75m-100m,50m-100m,John Moore,"action,thriller","English,Russian,Hindi,Punjabi",1606378,"Action,Thriller",21st_century_fox
3131,2016,Mr. Church,685780,0,2016-09-16,Cinelou Releasing,PG-13,,Original Screenplay,Drama,Live Action,Historical Fiction,"Cinelou Films,EMA Films,Shenghua Entertainment,Voltage Pictures",United States,yes,no info,50k-50m,Bruce Beresford,"comedy,drama",English,4196848,"Comedy,Drama",others
182,2013,The Christmas Candle,1632000,7000000,2013-11-15,Echolight Studios,PG,,Based on Fiction Book/Short Story,Adventure,Live Action,Fantasy,,"United Kingdom,United States",yes,100k-25m,50k-50m,John Stephenson,"drama,family",English,2739338,"Drama,Family",others
875,2014,Boyhood,25379975,4000000,2014-07-11,IFC Films,R,,Original Screenplay,Drama,Live Action,Contemporary Fiction,Detour Filmproduction,United States,yes,100k-25m,50k-50m,Richard Linklater,drama,"English,Spanish",1065073,Drama,others
790,2014,The Hunger Games: Mockingjay - Part 1,337135885,125000000,2014-11-21,Lionsgate,PG-13,Hunger Games,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Science Fiction,"Lionsgate,Color Force",United States,yes,125m-150m,300m-350m,Francis Lawrence,"action,adventure,sci-fi",English,1951265,"Action,Adventure,Sci-Fi,Thriller",lionsgate
834,2014,Dumb and Dumber To,86208010,40000000,2014-11-14,Universal,PG-13,Dumb and Dumber,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Conundrum Entertainment,Charles B. Wessler Entertainment",United States,yes,25m-50m,50m-100m,"Bobby Farrelly,Peter Farrelly","adventure,comedy","English,Cantonese",2096672,"Adventure,Comedy",nbc_universal
872,2014,The Legend of Hercules,18848538,70000000,2014-01-10,Lionsgate,PG-13,,Based on Folk Tale/Legend/Fairytale,Adventure,Live Action,Fantasy,"Millennium Films,Summit Entertainment,Nu Boyana",United States,yes,50m-75m,50k-50m,Renny Harlin,"action,adventure,fantasy",English,1043726,"Action,Adventure,Fantasy",lionsgate
1905,2015,Spare Parts,3618912,0,2015-01-16,Lionsgate,PG-13,,Original Screenplay,Drama,Live Action,Contemporary Fiction,"Lionsgate,Pantelion Films,Televisa Cine,Travieso Productions,Circle of Confusion,Brookwell McNamara Entertainment",United States,yes,no info,50k-50m,Sean McNamara,drama,English,3233418,Drama,lionsgate
2941,2016,Gods of Egypt,31153464,140000000,2016-02-26,Lionsgate,PG-13,,Original Screenplay,Adventure,Live Action,Fantasy,"Summit Entertainment,Thunder Road Film,Mystery Clock Cinema",United States,yes,125m-150m,50k-50m,Alex Proyas,"action,adventure,fantasy",English,2404233,"Action,Adventure,Fantasy",lionsgate
889,2014,The Best of Me,26766213,26000000,2014-10-17,Relativity,PG-13,,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,"Relativity Media,Di Novi Pictures",United States,yes,25m-50m,50k-50m,Michael Hoffman,"drama,romance",English,1972779,"Drama,Romance",others
126,2013,Baggage Claim,21569509,8500000,2013-09-27,Fox Searchlight,PG-13,,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,Contemporary Fiction,"Fox Searchlight Pictures,260 Degrees,Sneak Preview Entertainment,TSG Entertainment,Ingenious Media,Big Screen Prods",United States,yes,100k-25m,50k-50m,David E. Talbert,comedy,English,1171222,Comedy,21st_century_fox
3947,2017,Gifted,24801212,0,2017-04-12,20th Century Fox,PG-13,,Original Screenplay,Drama,Live Action,Contemporary Fiction,"Fox Searchlight Pictures,FilmNation Entertainment,Grade A Entertainment,DayDay Films,Ingenious Media",United States,yes,no info,50k-50m,Marc Webb,drama,English,4481414,Drama,21st_century_fox
141,2013,Getaway,10501938,18000000,2013-08-30,Warner Bros.,PG-13,,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Warner Bros.,Dark Castle Entertainment,After Dark Films,Signature Entertainment,Silver Reel Entertainment","Bulgaria,United States",yes,100k-25m,50k-50m,Courtney Solomon,"action,crime,thriller",English,2167202,"Action,Crime,Thriller",time_warner
62,2013,Gangster Squad,46000903,60000000,2013-01-11,Warner Bros.,R,,Based on Factual Book/Article,Drama,Live Action,Dramatization,"Warner Bros.,Village Roadshow Productions,Lin Pictures,Kevin McCormick",United States,yes,50m-75m,50k-50m,Ruben Fleischer,"action,crime,drama",English,1321870,"Action,Crime,Drama,Thriller",time_warner
3875,2017,War for the Planet of the Apes,146880162,152000000,2017-07-14,20th Century Fox,PG-13,Planet of the Apes,Original Screenplay,Action,Animation/Live Action,Science Fiction,"20th Century Fox,Chernin Entertainment",United States,yes,150m-175m,100m-150m,Matt Reeves,"action,adventure,drama","English,American Sign Language",3450958,"Action,Adventure,Drama,Sci-Fi,Thriller",21st_century_fox
131,2013,Fruitvale Station,16098998,900000,2013-07-12,Weinstein Co.,R,,Based on Real Life Events,Drama,Live Action,Contemporary Fiction,Significant Productions,United States,yes,100k-25m,50k-50m,Ryan Coogler,"biography,drama,romance","English,Spanish",2334649,"Biography,Drama,Romance",others
3905,2017,Power Rangers,85364450,120000000,2017-03-24,Lionsgate,PG-13,Power Rangers,Based on TV,Action,Live Action,Kids Fiction,"Lionsgate,Temple Hill Entertainment",United States,yes,100m-125m,50m-100m,Dean Israelite,"action,adventure,sci-fi","English,Mandarin",3717490,"Action,Adventure,Sci-Fi",lionsgate
1768,2015,Tomorrowland,93436322,170000000,2015-05-22,Walt Disney,PG,,Original Screenplay,Adventure,Live Action,Science Fiction,A113 ,United States,yes,150m-175m,50m-100m,Brad Bird,"action,adventure,family","English,French,Japanese",1964418,"Action,Adventure,Family,Fantasy,Mystery,Sci-Fi",disney
23,2013,The Conjuring,137400141,20000000,2013-07-19,Warner Bros.,R,The Conjuring,Original Screenplay,Horror,Live Action,Fantasy,"New Line Cinema,The Safran Company,Evergreen Pictures",United States,yes,100k-25m,100m-150m,James Wan,"horror,mystery,thriller","English,Latin",1457767,"Horror,Mystery,Thriller",time_warner
793,2014,Captain America: The Winter Soldier,259746958,170000000,2014-04-04,Walt Disney,PG-13,Captain America,Based on Comic/Graphic Novel,Action,Live Action,Super Hero,Marvel Studios,United States,yes,150m-175m,250m-300m,"Anthony Russo,Joe Russo","action,adventure,sci-fi","English,French",1843866,"Action,Adventure,Sci-Fi,Thriller",disney
869,2014,Jersey Boys,47047013,40000000,2014-06-20,Warner Bros.,R,,Based on Real Life Events,Drama,Live Action,Dramatization,"GK Films,Malpaso Productions",United States,yes,25m-50m,50k-50m,Clint Eastwood,"biography,drama,music","English,Italian,French",1742044,"Biography,Drama,Music,Musical",time_warner
862,2014,Step Up All In,14904384,0,2014-08-08,Lionsgate,PG-13,Step Up,Original Screenplay,Drama,Live Action,Contemporary Fiction,Summit Entertainment,United States,yes,no info,50k-50m,Trish Sie,"drama,music,romance",English,2626350,"Drama,Music,Romance",lionsgate
1807,2015,Run All Night,26461644,50000000,2015-03-13,Warner Bros.,R,,Original Screenplay,Action,Live Action,Contemporary Fiction,Vertigo Entertainment,United States,yes,50m-75m,50k-50m,Jaume Collet-Serra,"action,crime,drama",English,2199571,"Action,Crime,Drama,Thriller",time_warner
3909,2017,A Bad Moms Christmas,72110659,28000000,2017-11-01,STX Entertainment,R,Bad Moms,Original Screenplay,Comedy,Live Action,Contemporary Fiction,Huayi Brothers Pictures Ltd,United States,yes,25m-50m,50m-100m,"Jon Lucas,Scott Moore","adventure,comedy","English,Japanese",6359956,"Adventure,Comedy",others
2928,2016,London Has Fallen,62524260,60000000,2016-03-04,Focus Features,R,Olympus Has Fallen,Original Screenplay,Action,Live Action,Contemporary Fiction,"Nu Image,Millennium Films",United States,yes,50m-75m,50m-100m,Babak Najafi,"action,thriller","English,Italian,French,Japanese",3300542,"Action,Thriller",nbc_universal
1784,2015,Insidious Chapter 3,52218558,10000000,2015-06-05,Focus Features,PG-13,Insidious,Original Screenplay,Horror,Live Action,Contemporary Fiction,"Entertainment One,Blumhouse,Oren Peli",United States,yes,100k-25m,50m-100m,Leigh Whannell,"horror,mystery,thriller",English,3195644,"Horror,Mystery,Thriller",nbc_universal
132,2013,Battle of the Year,8888355,20000000,2013-09-20,Sony Pictures,PG-13,,Based on Movie,Drama,Live Action,Contemporary Fiction,"Screen Gems,Contrafilm",United States,yes,100k-25m,50k-50m,Benson Lee,"drama,music",English,1532958,"Drama,Music",sony
60,2013,Last Vegas,63914167,28000000,2013-11-01,CBS Films,PG-13,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"CBS Films,Good Universe,Laurence Mark",United States,yes,25m-50m,50m-100m,Jon Turteltaub,"comedy,drama",English,1204975,"Comedy,Drama",others
2988,2016,Café Society,11103205,0,2016-07-29,Lionsgate,PG-13,,Original Screenplay,Drama,Live Action,Historical Fiction,"Gravier Productions,Amazon Studios,Perdido",United States,yes,no info,50k-50m,Woody Allen,"comedy,drama,romance","English,Hebrew",4513674,"Comedy,Drama,Romance",lionsgate
